Bacteria1,Bacteria2,Distance
Clostridium perfringens,Campylobacter spp,0.2572
Clostridium perfringens,Legionella pneumophila,0.2453
Clostridium perfringens,Clostridium septicum,0.2016
Clostridium perfringens,C. trachomatis,1
Clostridium perfringens,Prevotella bivia,0.2794
Clostridium perfringens,Streptococcus pyogenes,0.2068
Clostridium perfringens,Neisseria meningitidis,0.2581
Clostridium perfringens,S. ParatyphiA,0.2596
Clostridium perfringens,S.Typhi,0.2596
Clostridium perfringens,Klebsiella pneumoniae,0.2632
Clostridium perfringens,E. coli,0.2669
Clostridium perfringens,Neisseria gonorrhoeae,0.2572
Clostridium perfringens,Staphylococcus aureus,0.1929
Clostridium perfringens,Brucella melitensis,0.2053
Clostridium perfringens,Brucella abortus,0.2053
Clostridium perfringens,Moraxella catarrhalis,0.2506
Clostridium perfringens,Haemophilus influenzae,0.2533
Clostridium perfringens,Streptococcus pneumoniae,0.2071
Clostridium perfringens,V. cholerae,0.2556
C. trachomatis,C. trachomatis,0
C. trachomatis,Enterobacter agglomerans,0.262
C. trachomatis,Enterobacter gergoviae,0.2605
C. trachomatis,Mycobacterium fortuitum,0.2529
C. trachomatis,M. abscessus,0.2388
C. trachomatis,Staphylococcus intermedius,0.2774
C. trachomatis,Streptococcus constellatus,0.2704
C. trachomatis,Streptococcus anginosus,0.264
C. trachomatis,Streptobacillus moniliformis,0.2553
C. trachomatis,Spirillum minus,0.2553
C. trachomatis,Capnocytophaga canimorsus,0.2518
C. trachomatis,Pasteurella multocida,0.2801
C. trachomatis,Ureaplasma urealyticum,1
C. trachomatis,Cutibacterium acnes,0.2581
C. trachomatis,Listeria monocytogenes,0.2697
C. trachomatis,Enterococcus faecium,0.265
C. trachomatis,Stenotrophomonas maltophilia,0.2774
C. trachomatis,Enterobacter aerogenes,0.251
C. trachomatis,E. cloacae,0.258
C. trachomatis,Acinetobacter baumannii,0.2722
C. trachomatis,Streptococcus hemolyticus,0.2691
C. trachomatis,Proteus mirabilis,0.2511
C. trachomatis,Burkholderia pseudomallei,0.2954
C. trachomatis,C. difficile,0.2842
C. trachomatis,Staphylococcus epidermidis,0.2809
C. trachomatis,Pseudomonas aeruginosa,0.2694
C. trachomatis,Streptococcus agalactiae,0.2647
C. trachomatis,Morganella morganii,0.282
C. trachomatis,Kingella kingae,0.2923
C. trachomatis,Eikenella corrodens,0.2923
C. trachomatis,Cardiobacterium hominis,0.2839
C. trachomatis,Aggregatibacter actinomycetemcomitans,0.2619
C. trachomatis,Haemophilus parainfluenzae,0.2811
C. trachomatis,Enterococcus faecalis,0.2616
C. trachomatis,G Streptococcus,0.263
C. trachomatis,Salmonella enterica,0.2597
C. trachomatis,Shigella dysenteriae,0.2844
C. trachomatis,Staphylococcus lugdunensis,0.2799
C. trachomatis,Staphylococcus saprophyticus,0.273
C. trachomatis,Chlamydophila pneumoniae,0.2457
C. trachomatis,Mycoplasma pneumoniae,0.285
C. trachomatis,Gardnerella vaginalis,0.2617
C. trachomatis,Campylobacter spp,0.2829
C. trachomatis,Legionella pneumophila,0.2425
C. trachomatis,Clostridium septicum,0.228
C. trachomatis,Clostridium perfringens,1
C. trachomatis,Prevotella bivia,0.2724
C. trachomatis,Streptococcus pyogenes,0.2691
C. trachomatis,Neisseria meningitidis,0.2666
C. trachomatis,S. ParatyphiA,0.2597
C. trachomatis,S.Typhi,0.2597
C. trachomatis,Klebsiella pneumoniae,0.2788
C. trachomatis,E. coli,0.2848
C. trachomatis,Neisseria gonorrhoeae,0.2515
C. trachomatis,Staphylococcus aureus,0.2798
C. trachomatis,Brucella melitensis,0.2522
C. trachomatis,Brucella abortus,0.2557
C. trachomatis,Moraxella catarrhalis,0.2733
C. trachomatis,Haemophilus influenzae,0.2746
C. trachomatis,Streptococcus pneumoniae,0.2695
C. trachomatis,V. cholerae,0.2756
Prevotella bivia,Prevotella bivia,0
Prevotella bivia,Enterobacter agglomerans,0.2619
Prevotella bivia,Enterobacter gergoviae,0.2634
Prevotella bivia,Mycobacterium fortuitum,0.2555
Prevotella bivia,M. abscessus,0.2532
Prevotella bivia,Staphylococcus intermedius,0.2724
Prevotella bivia,Streptococcus constellatus,0.2751
Prevotella bivia,Streptococcus anginosus,0.2736
Prevotella bivia,Streptobacillus moniliformis,0.2321
Prevotella bivia,Spirillum minus,0.2321
Prevotella bivia,Capnocytophaga canimorsus,0.2349
Prevotella bivia,Pasteurella multocida,0.2878
Prevotella bivia,Ureaplasma urealyticum,0.3088
Prevotella bivia,Cutibacterium acnes,0.265
Prevotella bivia,Listeria monocytogenes,0.25
Prevotella bivia,Enterococcus faecium,0.2415
Prevotella bivia,Stenotrophomonas maltophilia,0.2537
Prevotella bivia,Enterobacter aerogenes,0.2731
Prevotella bivia,E. cloacae,0.2648
Prevotella bivia,Acinetobacter baumannii,0.2798
Prevotella bivia,Streptococcus hemolyticus,0.2638
Prevotella bivia,Proteus mirabilis,0.2872
Prevotella bivia,Burkholderia pseudomallei,0.2381
Prevotella bivia,C. difficile,0.2462
Prevotella bivia,Staphylococcus epidermidis,0.2723
Prevotella bivia,Pseudomonas aeruginosa,0.258
Prevotella bivia,Streptococcus agalactiae,0.2568
Prevotella bivia,Morganella morganii,0.2553
Prevotella bivia,Kingella kingae,0.2886
Prevotella bivia,Eikenella corrodens,0.3012
Prevotella bivia,Cardiobacterium hominis,0.2987
Prevotella bivia,Aggregatibacter actinomycetemcomitans,0.2787
Prevotella bivia,Haemophilus parainfluenzae,0.2869
Prevotella bivia,Enterococcus faecalis,0.2542
Prevotella bivia,G Streptococcus,0.2753
Prevotella bivia,Salmonella enterica,0.2548
Prevotella bivia,Shigella dysenteriae,0.2839
Prevotella bivia,Staphylococcus lugdunensis,0.2576
Prevotella bivia,Staphylococcus saprophyticus,0.2748
Prevotella bivia,Chlamydophila pneumoniae,0.2688
Prevotella bivia,Mycoplasma pneumoniae,0.2722
Prevotella bivia,Gardnerella vaginalis,0.2636
Prevotella bivia,Campylobacter spp,0.2139
Prevotella bivia,Legionella pneumophila,0.2596
Prevotella bivia,Clostridium septicum,0.253
Prevotella bivia,Clostridium perfringens,0.2794
Prevotella bivia,C. trachomatis,0.2724
Prevotella bivia,Streptococcus pyogenes,0.2638
Prevotella bivia,Neisseria meningitidis,0.2872
Prevotella bivia,S. ParatyphiA,0.2548
Prevotella bivia,S.Typhi,0.2548
Prevotella bivia,Klebsiella pneumoniae,0.283
Prevotella bivia,E. coli,0.2827
Prevotella bivia,Neisseria gonorrhoeae,0.3027
Prevotella bivia,Staphylococcus aureus,0.2749
Prevotella bivia,Brucella melitensis,0.2619
Prevotella bivia,Brucella abortus,0.2618
Prevotella bivia,Moraxella catarrhalis,0.2805
Prevotella bivia,Haemophilus influenzae,0.2771
Prevotella bivia,Streptococcus pneumoniae,0.267
Prevotella bivia,V. cholerae,0.2781
Streptococcus pyogenes,Streptococcus pyogenes,0
Streptococcus pyogenes,Enterobacter agglomerans,0.2408
Streptococcus pyogenes,Enterobacter gergoviae,0.2385
Streptococcus pyogenes,Mycobacterium fortuitum,0.2234
Streptococcus pyogenes,M. abscessus,0.2219
Streptococcus pyogenes,Staphylococcus intermedius,0.1645
Streptococcus pyogenes,Streptococcus constellatus,0.1707
Streptococcus pyogenes,Streptococcus anginosus,0.1743
Streptococcus pyogenes,Streptobacillus moniliformis,0.2496
Streptococcus pyogenes,Spirillum minus,0.2496
Streptococcus pyogenes,Capnocytophaga canimorsus,0.2192
Streptococcus pyogenes,Pasteurella multocida,0.2621
Streptococcus pyogenes,Ureaplasma urealyticum,0.2589
Streptococcus pyogenes,Cutibacterium acnes,0.229
Streptococcus pyogenes,Listeria monocytogenes,0.158
Streptococcus pyogenes,Enterococcus faecium,0.136
Streptococcus pyogenes,Stenotrophomonas maltophilia,0.2446
Streptococcus pyogenes,Enterobacter aerogenes,0.2406
Streptococcus pyogenes,E. cloacae,0.237
Streptococcus pyogenes,Acinetobacter baumannii,0.2308
Streptococcus pyogenes,Streptococcus hemolyticus,0
Streptococcus pyogenes,Proteus mirabilis,0.2394
Streptococcus pyogenes,Burkholderia pseudomallei,0.2536
Streptococcus pyogenes,C. difficile,0.2058
Streptococcus pyogenes,Staphylococcus epidermidis,0.1673
Streptococcus pyogenes,Pseudomonas aeruginosa,0.2319
Streptococcus pyogenes,Streptococcus agalactiae,0.1502
Streptococcus pyogenes,Morganella morganii,0.2462
Streptococcus pyogenes,Kingella kingae,0.2523
Streptococcus pyogenes,Eikenella corrodens,0.2475
Streptococcus pyogenes,Cardiobacterium hominis,0.2424
Streptococcus pyogenes,Aggregatibacter actinomycetemcomitans,0.251
Streptococcus pyogenes,Haemophilus parainfluenzae,0.2552
Streptococcus pyogenes,Enterococcus faecalis,0.1496
Streptococcus pyogenes,G Streptococcus,0.1404
Streptococcus pyogenes,Salmonella enterica,0.2376
Streptococcus pyogenes,Shigella dysenteriae,0.2388
Streptococcus pyogenes,Staphylococcus lugdunensis,0.1847
Streptococcus pyogenes,Staphylococcus saprophyticus,0.1723
Streptococcus pyogenes,Chlamydophila pneumoniae,0.2788
Streptococcus pyogenes,Mycoplasma pneumoniae,0.2583
Streptococcus pyogenes,Gardnerella vaginalis,0.2399
Streptococcus pyogenes,Campylobacter spp,0.2616
Streptococcus pyogenes,Legionella pneumophila,0.25
Streptococcus pyogenes,Clostridium septicum,0.2062
Streptococcus pyogenes,Clostridium perfringens,0.2068
Streptococcus pyogenes,C. trachomatis,0.2691
Streptococcus pyogenes,Prevotella bivia,0.2638
Streptococcus pyogenes,Neisseria meningitidis,0.2459
Streptococcus pyogenes,S. ParatyphiA,0.2376
Streptococcus pyogenes,S.Typhi,0.2376
Streptococcus pyogenes,Klebsiella pneumoniae,0.2412
Streptococcus pyogenes,E. coli,0.239
Streptococcus pyogenes,Neisseria gonorrhoeae,0.2446
Streptococcus pyogenes,Staphylococcus aureus,0.1794
Streptococcus pyogenes,Brucella melitensis,0.2243
Streptococcus pyogenes,Brucella abortus,0.2241
Streptococcus pyogenes,Moraxella catarrhalis,0.2352
Streptococcus pyogenes,Haemophilus influenzae,0.25
Streptococcus pyogenes,Streptococcus pneumoniae,0.1536
Streptococcus pyogenes,V. cholerae,0.2409
Neisseria meningitidis,Neisseria meningitidis,0
Neisseria meningitidis,Enterobacter agglomerans,0.1843
Neisseria meningitidis,Enterobacter gergoviae,0.2082
Neisseria meningitidis,Mycobacterium fortuitum,0.2406
Neisseria meningitidis,M. abscessus,0.2335
Neisseria meningitidis,Staphylococcus intermedius,0.2538
Neisseria meningitidis,Streptococcus constellatus,0.2575
Neisseria meningitidis,Streptococcus anginosus,0.2411
Neisseria meningitidis,Streptobacillus moniliformis,0.2553
Neisseria meningitidis,Spirillum minus,0.2553
Neisseria meningitidis,Capnocytophaga canimorsus,0.2753
Neisseria meningitidis,Pasteurella multocida,0.1744
Neisseria meningitidis,Ureaplasma urealyticum,0.2892
Neisseria meningitidis,Cutibacterium acnes,0.2498
Neisseria meningitidis,Listeria monocytogenes,0.2362
Neisseria meningitidis,Enterococcus faecium,0.2566
Neisseria meningitidis,Stenotrophomonas maltophilia,0.1698
Neisseria meningitidis,Enterobacter aerogenes,0.2035
Neisseria meningitidis,E. cloacae,0.1878
Neisseria meningitidis,Acinetobacter baumannii,0.1788
Neisseria meningitidis,Streptococcus hemolyticus,0.2459
Neisseria meningitidis,Proteus mirabilis,0.1827
Neisseria meningitidis,Burkholderia pseudomallei,0.1636
Neisseria meningitidis,C. difficile,0.2484
Neisseria meningitidis,Staphylococcus epidermidis,0.2432
Neisseria meningitidis,Pseudomonas aeruginosa,0.1862
Neisseria meningitidis,Streptococcus agalactiae,0.2491
Neisseria meningitidis,Morganella morganii,0.1879
Neisseria meningitidis,Kingella kingae,0.1864
Neisseria meningitidis,Eikenella corrodens,0.1494
Neisseria meningitidis,Cardiobacterium hominis,0.1675
Neisseria meningitidis,Aggregatibacter actinomycetemcomitans,0.1809
Neisseria meningitidis,Haemophilus parainfluenzae,0.1301
Neisseria meningitidis,Enterococcus faecalis,0.2549
Neisseria meningitidis,G Streptococcus,0.2442
Neisseria meningitidis,Salmonella enterica,0.1935
Neisseria meningitidis,Shigella dysenteriae,0.2028
Neisseria meningitidis,Staphylococcus lugdunensis,0.2452
Neisseria meningitidis,Staphylococcus saprophyticus,0.2527
Neisseria meningitidis,Chlamydophila pneumoniae,0.2662
Neisseria meningitidis,Mycoplasma pneumoniae,0.303
Neisseria meningitidis,Gardnerella vaginalis,0.2544
Neisseria meningitidis,Campylobacter spp,0.2601
Neisseria meningitidis,Legionella pneumophila,0.1788
Neisseria meningitidis,Clostridium septicum,0.2585
Neisseria meningitidis,Clostridium perfringens,0.2581
Neisseria meningitidis,C. trachomatis,0.2666
Neisseria meningitidis,Prevotella bivia,0.2872
Neisseria meningitidis,Streptococcus pyogenes,0.2459
Neisseria meningitidis,S. ParatyphiA,0.1935
Neisseria meningitidis,S.Typhi,0.1935
Neisseria meningitidis,Klebsiella pneumoniae,0.1819
Neisseria meningitidis,E. coli,0.1991
Neisseria meningitidis,Neisseria gonorrhoeae,0.0545
Neisseria meningitidis,Staphylococcus aureus,0.2443
Neisseria meningitidis,Brucella melitensis,0.2089
Neisseria meningitidis,Brucella abortus,0.2089
Neisseria meningitidis,Moraxella catarrhalis,0.1649
Neisseria meningitidis,Haemophilus influenzae,0.131
Neisseria meningitidis,Streptococcus pneumoniae,0.2378
Neisseria meningitidis,V. cholerae,0.1714
S. ParatyphiA,S. ParatyphiA,0
S. ParatyphiA,Enterobacter agglomerans,0.2092
S. ParatyphiA,Enterobacter gergoviae,0.1949
S. ParatyphiA,Mycobacterium fortuitum,0.2396
S. ParatyphiA,M. abscessus,0.2324
S. ParatyphiA,Staphylococcus intermedius,0.241
S. ParatyphiA,Streptococcus constellatus,0.2446
S. ParatyphiA,Streptococcus anginosus,0.2464
S. ParatyphiA,Streptobacillus moniliformis,0.2878
S. ParatyphiA,Spirillum minus,0.2878
S. ParatyphiA,Capnocytophaga canimorsus,0.2469
S. ParatyphiA,Pasteurella multocida,0.1599
S. ParatyphiA,Ureaplasma urealyticum,0.2893
S. ParatyphiA,Cutibacterium acnes,0.2423
S. ParatyphiA,Listeria monocytogenes,0.2448
S. ParatyphiA,Enterococcus faecium,0.2461
S. ParatyphiA,Stenotrophomonas maltophilia,0.178
S. ParatyphiA,Enterobacter aerogenes,0.1906
S. ParatyphiA,E. cloacae,0.1934
S. ParatyphiA,Acinetobacter baumannii,0.1529
S. ParatyphiA,Streptococcus hemolyticus,0.2376
S. ParatyphiA,Proteus mirabilis,0.1761
S. ParatyphiA,Burkholderia pseudomallei,0.2018
S. ParatyphiA,C. difficile,0.2603
S. ParatyphiA,Staphylococcus epidermidis,0.2439
S. ParatyphiA,Pseudomonas aeruginosa,0.215
S. ParatyphiA,Streptococcus agalactiae,0.238
S. ParatyphiA,Morganella morganii,0.1947
S. ParatyphiA,Kingella kingae,0.185
S. ParatyphiA,Eikenella corrodens,0.1871
S. ParatyphiA,Cardiobacterium hominis,0.1653
S. ParatyphiA,Aggregatibacter actinomycetemcomitans,0.1867
S. ParatyphiA,Haemophilus parainfluenzae,0.1741
S. ParatyphiA,Enterococcus faecalis,0.2453
S. ParatyphiA,G Streptococcus,0.2357
S. ParatyphiA,Salmonella enterica,0
S. ParatyphiA,Shigella dysenteriae,0.1811
S. ParatyphiA,Staphylococcus lugdunensis,0.2426
S. ParatyphiA,Staphylococcus saprophyticus,0.2436
S. ParatyphiA,Chlamydophila pneumoniae,0.2648
S. ParatyphiA,Mycoplasma pneumoniae,0.2812
S. ParatyphiA,Gardnerella vaginalis,0.2563
S. ParatyphiA,Campylobacter spp,0.2535
S. ParatyphiA,Legionella pneumophila,0.1555
S. ParatyphiA,Clostridium septicum,0.2587
S. ParatyphiA,Clostridium perfringens,0.2596
S. ParatyphiA,C. trachomatis,0.2597
S. ParatyphiA,Prevotella bivia,0.2548
S. ParatyphiA,Streptococcus pyogenes,0.2376
S. ParatyphiA,Neisseria meningitidis,0.1935
S. ParatyphiA,S.Typhi,0
S. ParatyphiA,Klebsiella pneumoniae,0.1896
S. ParatyphiA,E. coli,0.1807
S. ParatyphiA,Neisseria gonorrhoeae,0.1787
S. ParatyphiA,Staphylococcus aureus,0.238
S. ParatyphiA,Brucella melitensis,0.2116
S. ParatyphiA,Brucella abortus,0.2116
S. ParatyphiA,Moraxella catarrhalis,0.1607
S. ParatyphiA,Haemophilus influenzae,0.1588
S. ParatyphiA,Streptococcus pneumoniae,0.2407
S. ParatyphiA,V. cholerae,0.1783
S.Typhi,S.Typhi,0
S.Typhi,Enterobacter agglomerans,0.2092
S.Typhi,Enterobacter gergoviae,0.1949
S.Typhi,Mycobacterium fortuitum,0.2396
S.Typhi,M. abscessus,0.2324
S.Typhi,Staphylococcus intermedius,0.241
S.Typhi,Streptococcus constellatus,0.2446
S.Typhi,Streptococcus anginosus,0.2464
S.Typhi,Streptobacillus moniliformis,0.2878
S.Typhi,Spirillum minus,0.2878
S.Typhi,Capnocytophaga canimorsus,0.2469
S.Typhi,Pasteurella multocida,0.1599
S.Typhi,Ureaplasma urealyticum,0.2893
S.Typhi,Cutibacterium acnes,0.2423
S.Typhi,Listeria monocytogenes,0.2448
S.Typhi,Enterococcus faecium,0.2461
S.Typhi,Stenotrophomonas maltophilia,0.178
S.Typhi,Enterobacter aerogenes,0.1906
S.Typhi,E. cloacae,0.1934
S.Typhi,Acinetobacter baumannii,0.1529
S.Typhi,Streptococcus hemolyticus,0.2376
S.Typhi,Proteus mirabilis,0.1761
S.Typhi,Burkholderia pseudomallei,0.2018
S.Typhi,C. difficile,0.2603
S.Typhi,Staphylococcus epidermidis,0.2439
S.Typhi,Pseudomonas aeruginosa,0.215
S.Typhi,Streptococcus agalactiae,0.238
S.Typhi,Morganella morganii,0.1947
S.Typhi,Kingella kingae,0.185
S.Typhi,Eikenella corrodens,0.1871
S.Typhi,Cardiobacterium hominis,0.1653
S.Typhi,Aggregatibacter actinomycetemcomitans,0.1867
S.Typhi,Haemophilus parainfluenzae,0.1741
S.Typhi,Enterococcus faecalis,0.2453
S.Typhi,G Streptococcus,0.2357
S.Typhi,Salmonella enterica,0
S.Typhi,Shigella dysenteriae,0.1811
S.Typhi,Staphylococcus lugdunensis,0.2426
S.Typhi,Staphylococcus saprophyticus,0.2436
S.Typhi,Chlamydophila pneumoniae,0.2648
S.Typhi,Mycoplasma pneumoniae,0.2812
S.Typhi,Gardnerella vaginalis,0.2563
S.Typhi,Campylobacter spp,0.2535
S.Typhi,Legionella pneumophila,0.1555
S.Typhi,Clostridium septicum,0.2587
S.Typhi,Clostridium perfringens,0.2596
S.Typhi,C. trachomatis,0.2597
S.Typhi,Prevotella bivia,0.2548
S.Typhi,Streptococcus pyogenes,0.2376
S.Typhi,Neisseria meningitidis,0.1935
S.Typhi,S. ParatyphiA,0
S.Typhi,Klebsiella pneumoniae,0.1896
S.Typhi,E. coli,0.1807
S.Typhi,Neisseria gonorrhoeae,0.1787
S.Typhi,Staphylococcus aureus,0.238
S.Typhi,Brucella melitensis,0.2116
S.Typhi,Brucella abortus,0.2116
S.Typhi,Moraxella catarrhalis,0.1607
S.Typhi,Haemophilus influenzae,0.1588
S.Typhi,Streptococcus pneumoniae,0.2407
S.Typhi,V. cholerae,0.1783
Klebsiella pneumoniae,Klebsiella pneumoniae,0
Klebsiella pneumoniae,Enterobacter agglomerans,0.2102
Klebsiella pneumoniae,Enterobacter gergoviae,0.187
Klebsiella pneumoniae,Mycobacterium fortuitum,0.2449
Klebsiella pneumoniae,M. abscessus,0.2299
Klebsiella pneumoniae,Staphylococcus intermedius,0.239
Klebsiella pneumoniae,Streptococcus constellatus,0.2427
Klebsiella pneumoniae,Streptococcus anginosus,0.2436
Klebsiella pneumoniae,Streptobacillus moniliformis,0.2823
Klebsiella pneumoniae,Spirillum minus,0.2823
Klebsiella pneumoniae,Capnocytophaga canimorsus,0.2612
Klebsiella pneumoniae,Pasteurella multocida,0.1728
Klebsiella pneumoniae,Ureaplasma urealyticum,0.2952
Klebsiella pneumoniae,Cutibacterium acnes,0.2486
Klebsiella pneumoniae,Listeria monocytogenes,0.2441
Klebsiella pneumoniae,Enterococcus faecium,0.2586
Klebsiella pneumoniae,Stenotrophomonas maltophilia,0.208
Klebsiella pneumoniae,Enterobacter aerogenes,0.1433
Klebsiella pneumoniae,E. cloacae,0.1901
Klebsiella pneumoniae,Acinetobacter baumannii,0.1556
Klebsiella pneumoniae,Streptococcus hemolyticus,0.2412
Klebsiella pneumoniae,Proteus mirabilis,0.1775
Klebsiella pneumoniae,Burkholderia pseudomallei,0.1978
Klebsiella pneumoniae,C. difficile,0.2656
Klebsiella pneumoniae,Staphylococcus epidermidis,0.2354
Klebsiella pneumoniae,Pseudomonas aeruginosa,0.2178
Klebsiella pneumoniae,Streptococcus agalactiae,0.2389
Klebsiella pneumoniae,Morganella morganii,0.2081
Klebsiella pneumoniae,Kingella kingae,0.198
Klebsiella pneumoniae,Eikenella corrodens,0.1997
Klebsiella pneumoniae,Cardiobacterium hominis,0.183
Klebsiella pneumoniae,Aggregatibacter actinomycetemcomitans,0.1824
Klebsiella pneumoniae,Haemophilus parainfluenzae,0.1445
Klebsiella pneumoniae,Enterococcus faecalis,0.2557
Klebsiella pneumoniae,G Streptococcus,0.238
Klebsiella pneumoniae,Salmonella enterica,0.1896
Klebsiella pneumoniae,Shigella dysenteriae,0.1914
Klebsiella pneumoniae,Staphylococcus lugdunensis,0.2407
Klebsiella pneumoniae,Staphylococcus saprophyticus,0.2425
Klebsiella pneumoniae,Chlamydophila pneumoniae,0.2937
Klebsiella pneumoniae,Mycoplasma pneumoniae,0.3019
Klebsiella pneumoniae,Gardnerella vaginalis,0.2594
Klebsiella pneumoniae,Campylobacter spp,0.2596
Klebsiella pneumoniae,Legionella pneumophila,0.1637
Klebsiella pneumoniae,Clostridium septicum,0.2635
Klebsiella pneumoniae,Clostridium perfringens,0.2632
Klebsiella pneumoniae,C. trachomatis,0.2788
Klebsiella pneumoniae,Prevotella bivia,0.283
Klebsiella pneumoniae,Streptococcus pyogenes,0.2412
Klebsiella pneumoniae,Neisseria meningitidis,0.1819
Klebsiella pneumoniae,S. ParatyphiA,0.1896
Klebsiella pneumoniae,S.Typhi,0.1896
Klebsiella pneumoniae,E. coli,0.1918
Klebsiella pneumoniae,Neisseria gonorrhoeae,0.1979
Klebsiella pneumoniae,Staphylococcus aureus,0.2285
Klebsiella pneumoniae,Brucella melitensis,0.2193
Klebsiella pneumoniae,Brucella abortus,0.2192
Klebsiella pneumoniae,Moraxella catarrhalis,0.1659
Klebsiella pneumoniae,Haemophilus influenzae,0.1628
Klebsiella pneumoniae,Streptococcus pneumoniae,0.2427
Klebsiella pneumoniae,V. cholerae,0.1795
E. coli,E. coli,0
E. coli,Enterobacter agglomerans,0.2097
E. coli,Enterobacter gergoviae,0.1993
E. coli,Mycobacterium fortuitum,0.2414
E. coli,M. abscessus,0.2338
E. coli,Staphylococcus intermedius,0.2523
E. coli,Streptococcus constellatus,0.2439
E. coli,Streptococcus anginosus,0.2431
E. coli,Streptobacillus moniliformis,0.278
E. coli,Spirillum minus,0.278
E. coli,Capnocytophaga canimorsus,0.2484
E. coli,Pasteurella multocida,0.168
E. coli,Ureaplasma urealyticum,0.2984
E. coli,Cutibacterium acnes,0.2453
E. coli,Listeria monocytogenes,0.2585
E. coli,Enterococcus faecium,0.2615
E. coli,Stenotrophomonas maltophilia,0.1944
E. coli,Enterobacter aerogenes,0.1948
E. coli,E. cloacae,0.1938
E. coli,Acinetobacter baumannii,0.1598
E. coli,Streptococcus hemolyticus,0.239
E. coli,Proteus mirabilis,0.1698
E. coli,Burkholderia pseudomallei,0.2076
E. coli,C. difficile,0.2652
E. coli,Staphylococcus epidermidis,0.2539
E. coli,Pseudomonas aeruginosa,0.2033
E. coli,Streptococcus agalactiae,0.2397
E. coli,Morganella morganii,0.2112
E. coli,Kingella kingae,0.2135
E. coli,Eikenella corrodens,0.2028
E. coli,Cardiobacterium hominis,0.175
E. coli,Aggregatibacter actinomycetemcomitans,0.1797
E. coli,Haemophilus parainfluenzae,0.1469
E. coli,Enterococcus faecalis,0.2565
E. coli,G Streptococcus,0.2359
E. coli,Salmonella enterica,0.1807
E. coli,Shigella dysenteriae,0.0192
E. coli,Staphylococcus lugdunensis,0.2388
E. coli,Staphylococcus saprophyticus,0.2462
E. coli,Chlamydophila pneumoniae,0.2972
E. coli,Mycoplasma pneumoniae,0.3006
E. coli,Gardnerella vaginalis,0.2548
E. coli,Campylobacter spp,0.2612
E. coli,Legionella pneumophila,0.1633
E. coli,Clostridium septicum,0.266
E. coli,Clostridium perfringens,0.2669
E. coli,C. trachomatis,0.2848
E. coli,Prevotella bivia,0.2827
E. coli,Streptococcus pyogenes,0.239
E. coli,Neisseria meningitidis,0.1991
E. coli,S. ParatyphiA,0.1807
E. coli,S.Typhi,0.1807
E. coli,Klebsiella pneumoniae,0.1918
E. coli,Neisseria gonorrhoeae,0.1943
E. coli,Staphylococcus aureus,0.1824
E. coli,Brucella melitensis,0.2117
E. coli,Brucella abortus,0.2116
E. coli,Moraxella catarrhalis,0.1684
E. coli,Haemophilus influenzae,0.1475
E. coli,Streptococcus pneumoniae,0.24
E. coli,V. cholerae,0.1895
Neisseria gonorrhoeae,Neisseria gonorrhoeae,0
Neisseria gonorrhoeae,Enterobacter agglomerans,0.1843
Neisseria gonorrhoeae,Enterobacter gergoviae,0.2015
Neisseria gonorrhoeae,Mycobacterium fortuitum,0.2427
Neisseria gonorrhoeae,M. abscessus,0.2359
Neisseria gonorrhoeae,Staphylococcus intermedius,0.2532
Neisseria gonorrhoeae,Streptococcus constellatus,0.2435
Neisseria gonorrhoeae,Streptococcus anginosus,0.2441
Neisseria gonorrhoeae,Streptobacillus moniliformis,0.2603
Neisseria gonorrhoeae,Spirillum minus,0.2603
Neisseria gonorrhoeae,Capnocytophaga canimorsus,0.2186
Neisseria gonorrhoeae,Pasteurella multocida,0.1779
Neisseria gonorrhoeae,Ureaplasma urealyticum,0.29
Neisseria gonorrhoeae,Cutibacterium acnes,0.2527
Neisseria gonorrhoeae,Listeria monocytogenes,0.2379
Neisseria gonorrhoeae,Enterococcus faecium,0.2404
Neisseria gonorrhoeae,Stenotrophomonas maltophilia,0.1827
Neisseria gonorrhoeae,Enterobacter aerogenes,0.2011
Neisseria gonorrhoeae,E. cloacae,0.1781
Neisseria gonorrhoeae,Acinetobacter baumannii,0.1843
Neisseria gonorrhoeae,Streptococcus hemolyticus,0.2446
Neisseria gonorrhoeae,Proteus mirabilis,0.1835
Neisseria gonorrhoeae,Burkholderia pseudomallei,0.1658
Neisseria gonorrhoeae,C. difficile,0.2507
Neisseria gonorrhoeae,Staphylococcus epidermidis,0.2463
Neisseria gonorrhoeae,Pseudomonas aeruginosa,0.189
Neisseria gonorrhoeae,Streptococcus agalactiae,0.2479
Neisseria gonorrhoeae,Morganella morganii,0.1919
Neisseria gonorrhoeae,Kingella kingae,0.1979
Neisseria gonorrhoeae,Eikenella corrodens,0.159
Neisseria gonorrhoeae,Cardiobacterium hominis,0.1928
Neisseria gonorrhoeae,Aggregatibacter actinomycetemcomitans,0.2009
Neisseria gonorrhoeae,Haemophilus parainfluenzae,0.1606
Neisseria gonorrhoeae,Enterococcus faecalis,0.2567
Neisseria gonorrhoeae,G Streptococcus,0.2471
Neisseria gonorrhoeae,Salmonella enterica,0.1787
Neisseria gonorrhoeae,Shigella dysenteriae,0.198
Neisseria gonorrhoeae,Staphylococcus lugdunensis,0.2532
Neisseria gonorrhoeae,Staphylococcus saprophyticus,0.2557
Neisseria gonorrhoeae,Chlamydophila pneumoniae,0.2645
